CA,35.978,-116.273,SHOSHONE SPRING,90,,,,,,,
CA,38.691,-123.024,SKAGGS SPRINGS,135,,,,,,,
CA,36.123,-121.640,SLATES HOT SPRINGS,122,,,,,,,
CA,33.800,-116.927,SOBODA HOT SPRINGS,102,,,,,,,
CA,36.130,-118.816,SODA SPRING,72,,,,,,,
CA,38.950,-122.572,SODA SPRING IN CACHE FORMATION,72,,,,,,,
CA,36.210,-118.176,SODA SPRINGS,100,,,,,,,
CA,35.141,-116.101,SODA STATION SPRINGS,75,,,,,,,
CA,38.838,-122.653,SPIERS SPRINGS,79,,,,,,,
CA,40.019,-121.036,SPRING,99,,,,,,,
CA,41.484,-120.764,SPRING,81,,,,,,,
CA,36.765,-120.901,SPRING,81,,,,,,,
CA,33.514,-117.604,SPRING,95,,,,,,,
CA,35.536,-118.651,SPRING (HOT), W,,,,,,,
CA,37.083,-121.042,SPRING IN ONEILL FOREBAY,70,,,,,,,
CA,37.719,-118.735,SPRINGS,75,,,,,,,
CA,41.196,-120.475,SPRINGS,W,,,,,,,
CA,37.929,-121.965,SPRINGS,W,,,,,,,
CA,35.888,-116.258,SPRINGS,W,,,,,,,
CA,36.495,-117.893,SPRINGS,86,,,,,,,
CA,37.635,-118.720,SPRINGS,72,,,,,,,
CA,43.513,-119.903,SPRINGS AT TECOLOTE TUNNEL,93,,,,,,,
CA,41.219,-120.066,SQUAW BATHS,106,,,,,,,
